            XN7WW	Dermatophyte fungi
                XN655	Anthropophilic dermatophytes
                    XN2T0	Epidermophyton floccosum
                    XN3YF	Microsporum audouinii
                    XN2R2	Microsporum ferrugineum
                    XN8M6	Trichophyton concentricum
                    XN628	Trichophyton gourvilii
                    XN8BW	Trichophyton interdigitale
                    XN96H	Trichophyton megninii
                    XN2JF	Trichophyton rubrum
                    XN53A	Trichophyton schoenleinii
                    XN135	Trichophyton soudanense
                    XN1K6	Trichophyton tonsurans
                    XN31R	Trichophyton violaceum
                    XN8BF	Trichophyton yaoundei
                XN2SY	Zoophilic dermatophytes
                    XN5ER	Microsporum canis
                    XN6NM	Microsporum equinum
                    XN5GR	Microsporum gallinae
                    XN3WX	Microsporum nanum
                    XN7JK	Microsporum persicolor
                    XN3YG	Trichophyton equinum
                    XN4DQ	Trichophyton mentagrophytes
                    XN4H4	Trichophyton simii
                    XN69S	Trichophyton verrucosum
                XN1Z2	Geophilic dermatophytes
                    XN2VZ	Microsporum gypseum
                    XN7TP	Microsporum praecox
            XN3AG	Geotrichum
                XN0ES	Geotrichum candidum
            XN9LU	Histoplasma
                XN8VH	Histoplasma capsulatum
                XN7YN	Histoplasma duboisii
            XN119	Hortaea
                XN0EF	Hortaea werneckii
            XN3CM	Lacazia
                XN3NU	Lacazia loboi
            XN9ZX	Loboa
            XN43L	Malassezia
                XN25C	Malassezia furfur
                XN0TE	Malassezia globosa fungus
            XN9ZV	Microsporidia
            XN1NU	Mucor
                XN6QM	Rhizopus
                    XN9KP	Rhizopus arrhizus
            XN7RH	Paracoccidioides
                XN5UX	Paracoccidioides brasiliensis
            XN79A	Talaromyces
                XN1ZF	Penicillium
                    XN7JJ	Penicillium notatum
                XN0LD	Talaromyces marneffei
            XN4YW	Piedraia
                XN6H7	Piedraia hortae
            XN5XK	Pneumocystidomycetes
            XN3NS	Pseudallescheria
                XN6BV	Pseudallescheria boydii
            XN720	Rhinosporidium
                XN18W	Rhinosporidium seeberi
            XN200	Sporothrix
                XN6GM	Sporothrix schenckii
            XN766	Trichosporon
            XN0X5	Fusarium
                XN55Z	Fusarium sporotrichioides
                XN7KH	Fusarium incaratum-equiseti
                XN1FQ	Fusarium chlamydosporum
                XN5KR	Fusarium dimerum
                XN6XG	Fusarium fujikuroi
                XN3HT	Fusarium oxysporum
                XN0E6	Fusarium solani
            XN16V	Alternaria alternata
            XN8XY	Cladosporium herbarum
            XN7TH	Epicoccum purpurascens
            XN79P	Mucor racemosus
            XN6EG	Phoma
            XN4FM	Stemphylium botryosum
            XN93N	Curvularia lunata
            XN0W9	Exserohilum
                XN26M	Exserohilum rostratum
                XN9SM	Exserohilum longirostratum
                XN9LC	Exserohilum mcginnisii
            XN4XH	Sarocladium
                XN8VN	Sarocladium kiliense
                XN7ZD	Sarocladium strictum
        XN9S1	Parasites
            	Helminths
                XN9CG	Ancylostoma
                    XN5V8	Ancylostoma duodenal
                XN7A5	Angiostrongylus
                    XN2UG	Angiostrongylus cantonensis
                    XN23C	Angiostrongylus costaricensis
                XN574	Anisakis
                    XN9HA	Anisakis marina
                XN9PQ	Ascaris
                    XN97M	Ascaris lumbricoides
                XN0JL	Brugia
                    XN5RM	Brugia malayi
                    XN80F	Brugia timori
                XN8T0	Capillaria
                    XN9DT	Capillaria philippinensis
                XN9GC	Clonorchis
                    XN5SV	Clonorchis sinensis
                XN3QD	Dicrocoelium
                XN6EF	Diphyllobothrium
                    XN67S	Diphyllobothrium latum
                    XN7UT	Diphyllobothrium species
                XN570	Dipylidium
                    XN20Y	Dipylidium caninum
                XN15W	Dirofilaria
                    XN3BX	Dirofilaria immitis
                    XN7JS	Dirofilaria repens
                XN7A6	Dracunculus
                    XN9Q5	Dracunculus medinensis
                XN84K	Echinococcus
                    XN1H0	Echinococcus granulosus
                    XN0K1	Echinococcus multilocularis
                    XN6TQ	Echinococcus oligarthrus
                    XN9LQ	Echinococcus vogeli
                XN801	Echinostoma
                XN1DG	Enterobius
                    XN4AR	Enterobius vermicularis
                XN1H3	Fasciola
                    XN90A	Fasciola gigantica
                    XN7X9	Fasciola hepatica
                XN35Y	Fasciolopsis
                    XN024	Fasciolopsis buski
                XN0H2	Gnathostoma
                    XN8DD	Gnathostoma hispidum
                    XN8GS	Gnathostoma spinigerum
                XN23M	Heterophyes
                XN69Y	Hookworm
                XN629	Hymenolepis
                    XN9S5	Hymenolepis nana
                XN8ZQ	Loa
                    XN1QQ	Loa loa
                XN5Z0	Mansonella
                    XN6PZ	Mansonella ozzardi
                    XN8AX	Mansonella perstans
                    XN0JQ	Mansonella streptocerca
                XN123	Metagonimus
                XN3E8	Nanophyetus
                XN9T3	Necator
                    XN8K8	Necator americanus
                XN7L5	Oesophagostomum
                    XN0NZ	Oesophagostomum bifurcum
                XN9R1	Onchocerca
                    XN8T4	Onchocerca volvulus
                XN91W	Opisthorchis
                XN27A	Paragonimus
                    XN0A6	Paragonimus westermani
                XN9NR	Phylum Nemata
                XN78L	Schistosoma
                    XN86N	Schistosoma haematobium
                        XN90N	Schistosoma matthei
                    XN9FK	Schistosoma intercalatum
                    XN1ZJ	Schistosoma japonicum
                    XN8HD	Schistosoma mansoni
                    XN9T7	Schistosoma mekongi
                XN5B9	Sparganum
                XN89M	Spirometra
                XN07X	Strongyloides
                    XN1KQ	Strongyloides stercoralis
                XN5RB	Syngamus
                    XN04L	Syngamus trachea
                XN0D8	Taenia
                    XN871	Taenia saginata
                    XN8XE	Taenia solium
                XN8DL	Ternidens
                XN2L3	Toxocara
                    XN7MR	Toxocara canis
                    XN54C	Toxocara cati
                XN597	Trichinella
                    XN34A	Trichinella spiralis
                XN025	Trichostrongylus
                    XN4K7	Trichostrongylus colubriformis
                XN4MM	Trichuris
                    XN6UA	Trichuris trichiura
                XN0H3	Wuchereria
                    XN3V2	Wuchereria bancrofti
                XN2DD	Halicephalobus
                    XN10L	Halicephalobus gingivalis
            	Protozoa
                XN0HM	Acanthamoeba
                XN7S2	Amoeba
                XN9YX	Babesia
                XN7ZS	Balantidium
                    XN3H4	Balantidium coli
                XN6UY	Blastocystis
                    XN1M7	Blastocystis hominis
                XN1XA	Coccidia
                XN8LE	Cryptosporidium
                    XN0NC	Cryptosporidium canis
                    XN5SZ	Cryptosporidium felis
                    XN4ZT	Cryptosporidium hominis
                    XN4VU	Cryptosporidium meleagridis
                    XN4MN	Cryptosporidium muris
                    XN9BP	Cryptosporidium parvum
                XN7VL	Cyclospora
                    XN4BR	Cyclospora cayetanensis
                XN3S1	Entamoeba
                    XN82F	Entamoeba histolytica
                XN6H5	Giardia
                    XN94Z	Giardia lamblia
                XN4Y2	Isospora
                    XN9ZT	Isospora belli
                XN8JE	Leishmania
                    XN87Z	Leishmania aethiopica
                    XN6DJ	Leishmania brasiliensis
                    XN1M5	Leishmania donovani infantum
                        XN3HN	Leishmania chagasii
                    XN7EU	Leishmania major
                    XN1EE	Leishmania mexicana
                    XN95N	Leishmania tropica
                XN1M1	Naegleria
                    XN6EV	Naegleria fowleri
                XN5FW	Plasmodium
                    XN69B	Plasmodium falciparum
                    XN7K1	Plasmodium malariae
                    XN5WD	Plasmodium ovale
                    XN217	Plasmodium vivax
                    XN93K	Plasmodium knowlesi
                    XN12A	Plasmodium cynomolgi
                XN92F	Sarcocystis
                XN7HC	Toxoplasma
                    XN896	Toxoplasma gondii
                XN316	Trichomonas
                    XN7YM	Trichomonas vaginalis
                XN9H4	Trypanosoma
                    XN0C1	Trypanosoma brucei
                        XN7TC	Trypanosoma brucei gambiense
                        XN5C7	Trypanosoma brucei rhodesiense
                    XN56V	Trypanosoma cruzi
                XN7XH	Dientamoeba
                    XN86U	Dientamoeba fragilis
                XN30L	Retortamonas
                    XN9K3	Retortamonas intestinalis
                XN4BE	Chilomastix
                    XN0UD	Chilomastix mesnili
            	Lice and Mites
                XN4RB	Demodex
                XN9EL	Dermanyssus
                XN59U	Vandellia cirrhosa
                XN857	Infestation by beetle
                XN00Z	Insect larva
                XN2K0	Leech
                XN9MA	Linguatula serrata
                XN0ZB	Liponyssoides
                XN0D5	Pediculus
                XN84U	Phthirus
                XN3E3	Sarcoptes
                    XN5YU	Sarcoptes scabiei var. hominis
                XN7Z8	Trombicula
                XN6VS	Tunga
                XN2GY	Porocephalidae
            XN8CT	Screwworm
                XN4JW	New World screwworm
                XN8TR	Old World screwworm
        	Other Pathogens
            XN7AM	Prion
            XN42T	Prototheca
            XN47C	Pythium
